FlightNumber,FlightDelayStatus
GSP_CVG_94283,1
ATL_SLC_99807,1
DFW_MAF_59710,1
CLT_ORD_102734,1
MIA_IAH_73397,1
BOS_DFW_57151,1
CVG_ORD_77680,1
EWR_PHX_99949,1
CLE_BWI_82038,1
BOS_IAH_77590,1
CRP_DFW_72562,1
IAH_BRO_79352,1
MSO_SLC_56867,1
BUR_SEA_61537,1
DFW_FWA_88795,1
BGM_CVG_89466,1
ORD_SNA_74358,1
ATL_LGA_65718,1
OME_ANC_68670,1
IAD_GSO_65681,1
SAN_SLC_76987,2
ISP_CVG_83779,2
FNT_CVG_79736,2
RDU_BDL_70948,1
DTW_BOS_92271,1
AUS_SFO_72737,1
PIT_JFK_98065,1
DEN_TUL_92638,1
MCI_ORD_81434,1
SLC_ABQ_82472,1
MKE_DFW_98705,1
LGA_GSP_103234,1
SEA_OAK_105142,1
GSO_BOS_105663,1
DSM_ORD_82142,1
OMA_MDW_78824,1
JFK_DFW_83644,1
PFN_CVG_101919,1
ATL_ONT_73729,1
JFK_PIT_103847,1
AMA_DFW_94105,1
HDN_IAH_72413,1
SEA_JFK_85408,1
CHA_CVG_93856,1
LIT_DFW_82207,1
CLT_LAX_77696,1
CVG_GSO_81103,1
ABQ_MSP_71506,1
BDL_CVG_92225,1
SJU_MIA_78351,1
SAV_ATL_85258,2
MDW_BWI_64070,2
IAH_SLC_91027,1
EWR_CLT_85759,1
CLT_RSW_101399,1
SMF_DFW_70066,1
DTW_BTV_71911,1
ATL_LAS_101678,1
ORD_PHX_65631,1
COS_ORD_104561,1
IAD_CLT_101602,1
BUF_ATL_77032,1
MIA_SFO_98052,1
ORD_ATL_103793,1
PIT_ORD_76172,1
TPA_DFW_68094,1
PNS_CVG_89264,1
MCI_IAH_61495,1
JFK_STL_101029,1
DEN_LAX_76781,1
ORD_RNO_66379,1
OAK_ONT_64433,1
PDX_DFW_74477,1
RNO_SEA_68946,1
BTV_CVG_64707,1
BUR_SMF_104364,1
ELP_LAS_61336,1
FLL_EWR_97435,1
BUR_PHX_103387,1
GSP_DFW_84235,1
DCA_DFW_104852,1
DCA_DFW_92425,1
TPA_CLE_65937,1
DTW_ORD_84549,2
MCI_CVG_90242,2
PVD_DTW_76153,1
SAV_JFK_89700,1
LGA_JAX_80119,1
IAD_CVG_94534,1
RNO_SEA_94666,1
IND_LAS_103552,1
DFW_BWI_69403,1
BOS_DCA_83668,1
FNT_ATL_99388,1
ORF_PHL_60523,1
ATL_IAD_72891,1
DFW_LAS_60628,1
SAN_DFW_93580,1
BNA_BWI_93019,1
MCO_EWR_95898,1
MDW_CMH_77361,1
LGA_ATL_64782,1
ORD_MHT_58028,1
MEM_SGF_93935,1
EWR_LAX_79057,1
SLC_IAH_92765,1
MSP_DCA_99169,1
CLE_ORD_76826,1
PHX_SJC_64051,1
MCO_MDW_87231,1
FLL_MDW_73730,1
MDW_LAX_89992,1
COS_ORD_57546,1
PHX_SNA_70227,1
FLL_DTW_97479,1
GRR_ATL_102146,1
OMA_PHX_57412,1
MSP_ORD_76441,1
ORD_PNS_66219,1
LAS_BUR_63572,1
CLT_SFO_77170,1
SAN_OAK_89573,1
EWR_SYR_103973,1
SBP_SFO_60288,1
PHX_SEA_102096,1
CLT_MSY_89505,1
PBI_PIT_95450,1
DTW_RDU_72280,1
ATL_EVV_58548,1
RSW_JFK_67470,1
BOS_DFW_76695,1
MRY_LAX_62925,1
DFW_LIT_98121,1
ATL_CLE_68368,1
LAX_DTW_60613,1
MRY_LAX_105258,2
MIA_DTW_70121,1
ATL_TPA_92731,1
ROC_JFK_90538,1
SNA_SLC_105389,1
SJU_DFW_57690,1
SAN_IAD_68771,1
MSP_LGA_83603,1
EWR_DCA_85393,1
ROC_MCO_81612,1
PHL_FLL_104482,1
ROC_ATL_76457,1
RDU_MDW_88404,1
HRL_IAH_88163,1
OKC_PHX_66329,1
MDW_MSP_68151,1
FCA_SLC_76099,1
XNA_DFW_80672,1
RNO_LAS_69923,1
ANC_SEA_65103,1
ORF_MDW_88512,1
OAK_IAH_87922,1
TYS_TPA_97581,2
MIA_SDF_71583,1
ORD_TPA_74703,1
BOS_JFK_92260,1
PHX_ORD_90796,1
ATL_HOU_72521,1
PHX_DCA_72866,1
EWR_DEN_96998,1
MSP_EWR_60996,1
JFK_MIA_91597,1
IAD_HPN_100509,1
DFW_ORD_62690,1
LAS_SNA_66283,1
JFK_LAX_85999,1
LGB_JFK_86552,1
IAH_ELP_97571,1
BDL_PHL_73863,1
RNO_PHX_103702,1
IAH_GRR_74062,2
DCA_BOS_65796,2
LIT_IAH_57934,1
TPA_PVD_95284,1
SFO_STL_105162,1
MDW_PVD_71936,1
ORD_SEA_105105,1
PVD_CVG_72522,1
DEN_IAH_57102,1
IAH_BOI_62066,1
ATL_HOU_97083,1
SFO_LAS_84174,1
PHL_BDL_97822,1
ATL_MOB_60612,1
ORD_STL_88383,1
ATL_LGA_65608,1
IND_DEN_88324,1
SLC_HNL_61786,1
DFW_MCI_94370,1
BOS_BGR_73355,1
HNL_SFO_61641,1
PDX_DEN_94679,1
IND_ORD_60393,1
DFW_LAX_66198,1
MHT_TPA_74926,1
SDF_IAH_65020,1
IAH_CLT_86570,1
CLT_SYR_71134,1
MCI_EWR_84353,1
BTR_IAH_74047,1
ATL_EYW_78987,1
JFK_TPA_62310,2
BDL_RSW_76062,1
LAS_SFO_96832,1
DFW_LAW_80282,1
GPT_ATL_57080,1
SJU_EWR_59164,1
CLE_ATL_94003,1
OKC_IAH_83309,1
BWI_PVD_93928,1
LAX_HNL_97920,1
PHL_ORD_82675,1
ATL_SAT_73501,1
ORD_CVG_86405,1
CHS_ATL_73867,1
AZO_CVG_64613,1
SJU_MIA_104405,1
TPA_IAD_75620,1
MCO_DFW_64495,2
DFW_MDW_104994,1
PDX_DEN_101273,1
MEM_ORD_95445,1
SAT_DFW_75362,1
MSP_MEM_82305,1
FLL_ATL_101762,2
TPA_PIT_103257,2
FAI_ANC_73640,2
ISP_ATL_61849,1
ISP_BWI_57554,1
IAH_CMH_92111,1
EWR_CHS_68318,1
MDW_DCA_86931,1
BOS_LGA_67200,1
SLC_LAX_90176,1
EWR_DEN_102876,1
GSP_CVG_64282,1
EWR_MEM_66171,1
BOS_LGA_60073,1
MFR_SFO_93805,1
PIT_ATL_64139,1
ORD_CLT_58622,1
ATL_DTW_105252,1
GSO_CVG_74757,1
ORD_TPA_92467,1
ATL_LAS_90501,1
ACV_SFO_74260,1
MKE_DFW_103404,1
LAX_JFK_69065,1
AUS_DFW_62366,1
SAT_ATL_67278,2
GEG_SEA_93406,2
SMF_BUR_102106,2
SNA_SFO_94794,1
SYR_CVG_102864,1
CVG_DEN_73280,1
ORD_IAH_66105,1
BNA_LGA_94616,1
COS_ORD_95325,1
BUF_PHL_92299,1
LAX_LAS_93632,1
SJU_MCO_63212,1
DTW_EWR_75266,1
ORD_PIT_69106,1
LAX_SLC_88138,1
DFW_LAX_64410,1
CVG_IAD_71012,1
ATL_JAN_90299,1
DEN_EWR_67836,1
PDX_ATL_85566,1
MSP_ORD_94149,1
BDL_MDW_69276,1
ATL_BDL_61575,1
LGA_FLL_85043,1
MCI_SLC_103851,1
STL_TPA_78100,1
EWR_AVL_69498,1
ORD_SAT_87357,1
ORD_JAC_95759,1
MIA_ATL_58970,1
SFO_SBA_81985,1
DCA_MIA_100447,1
JFK_PHX_68709,1
DEN_SNA_79014,1
SFO_PHX_79488,1
OAK_PHX_98719,1
ELP_HOU_59590,1
TUS_LAX_67502,1
SAT_DFW_66779,1
DEN_CVG_73075,1
MSP_LAX_62533,1
GFK_MSP_94581,1
DFW_ICT_104209,1
RDU_BNA_57041,1
MEM_ATL_90768,1
CMH_BWI_93849,1
MCO_DEN_77063,1
MSP_MDW_69087,1
ATL_PNS_86466,1
DTW_TPA_78424,1
IAH_SMF_87097,1
OAK_DFW_73725,1
BGR_LGA_62523,1
IAD_BOS_84117,1
FAT_DFW_103267,1
OAK_ONT_70110,1
DFW_SAN_93591,1
IAH_PNS_91217,1
STX_MIA_79802,1
MSP_CVG_81897,2
CLT_DCA_72624,1
LAX_MRY_82953,1
DCA_ORD_80544,1
PDX_ORD_78496,1
ATL_ICT_57904,1
ORF_MIA_63355,1
PHX_HOU_77803,1
CVG_SFO_102973,1
MDT_ORD_81878,1
ATL_DTW_99194,1
SLC_RDM_104941,1
FLL_ISP_105104,1
SJC_LAX_75407,1
MSP_DTW_63345,1
EWR_ROC_62825,1
ORD_LAS_93064,1
DTW_SAN_80477,1
PNS_CVG_85117,1
MSP_SMF_84620,1
MSP_ATL_97698,1
ATL_BQK_105270,1
MCO_PHL_94266,1
ATL_DAY_87355,1
RNO_LAX_58710,1
IND_DTW_82451,1
CVG_PIT_72459,1
ORD_SAN_93735,1
ROC_ATL_84047,1
MSP_AUS_66856,1
IAH_DTW_86240,1
EWR_CLT_64696,1
LAX_EWR_98224,1
DEN_TUL_70461,1
DFW_LAX_103942,1
PHX_BNA_65895,1
PDX_MSP_57509,1
LGB_OAK_85786,1
IAD_ATL_101493,1
ABI_DFW_57225,1
MKE_CVG_100686,1
SJC_SEA_86939,1
SMF_PHX_96581,1
MLI_CVG_89444,1
DTW_LGA_66972,1
CLT_CVG_100796,1
PVD_PHL_59458,1
EWR_DCA_64826,1
PHX_SJC_73317,1
MSP_SFO_65251,1
SNA_SJC_100807,1
MHT_CVG_78206,1
JAX_BHM_62604,1
PDX_OAK_62734,1
BHM_TPA_75681,1
ORD_MDT_89877,1
BOI_IAH_61848,1
CLT_ORD_84613,1
BWI_PVD_78988,1
ORD_ROC_58655,1
IAD_MCO_63062,1
PHX_DFW_90473,1
BNA_CVG_74862,1
SJC_PDX_82754,1
BTV_EWR_101446,1
PHX_ORD_76160,1
GSO_DFW_74305,1
BOS_DTW_70527,1
CVG_ORD_95819,1
COS_CVG_70058,1
LAS_BOS_100492,1
ORD_MDT_79476,1
PIT_CVG_76170,1
STL_BWI_97706,1
SFO_DFW_64010,1
GNV_ATL_84736,2
OME_ANC_67208,2
DFW_SMF_94760,1
RIC_ATL_73343,1
SEA_SFO_61973,1
ORD_MCO_91308,1
ORD_MSP_95441,1
LGA_DFW_98768,1
ATL_DTW_85076,1
LAX_CLT_85751,1
JAN_CVG_56817,1
RDM_SLC_82227,1
DCA_DFW_91937,1
ORD_DFW_62350,1
MCI_MDW_60090,1
MYR_ATL_70510,1
DFW_SAN_66360,1
SAN_SEA_77475,1
MIA_RDU_72657,1
DEN_SNA_81470,1
DEN_SAT_104184,1
ATL_PHL_87665,1
SAT_DFW_103705,1
GEG_PHX_58950,1
MSP_COS_102302,1
DCA_BDL_60585,1
TUL_ORD_105224,2
IND_PIE_59851,1
EWR_IAD_79666,1
GRR_MSP_97977,1
CLE_PVD_80322,2
SLC_SGU_69402,2
MSP_LAS_80137,2
BWI_CLE_89985,1
PHX_PDX_69070,1
SJC_ONT_84168,1
DAL_MAF_63048,1
CLT_DFW_98090,1
LGA_CLT_71927,1
FSD_CVG_100041,1
ORD_IND_92507,1
CMH_ORD_96065,1
DFW_JAN_87471,1
SAN_SJC_104554,1
LAX_IAH_98839,1
CLE_BNA_75647,1
ATL_CHS_83425,1
LGA_GSP_72074,1
DTW_MDW_64292,1
CVG_STL_60502,2
IAH_DFW_102224,2
ATW_CVG_62531,1
CLT_EWR_102675,1
STL_JFK_101791,1
SJC_HNL_99866,1
TOL_ATL_67438,2
MSP_JFK_91973,1
MSP_BOS_67997,1
CVG_JAX_78041,1
LAX_BNA_92420,1
PIT_BWI_98794,1
MSP_SFO_92831,1
BUF_IAD_98250,1
IAD_MSY_72153,1
DFW_JAN_99996,1
SLC_ATL_102017,1
ATL_EWR_80830,1
RDU_ORD_72095,1
ORD_DCA_82307,1
IAH_SEA_87533,1
CAE_EWR_84625,1
IND_PHL_62659,1
JAN_ATL_104227,1
MCI_BWI_79138,1
EWR_CAE_102516,1
DEN_TUS_68677,1
BOS_FLL_82158,1
SLC_CVG_57413,1
ABQ_PHX_61264,1
SFO_FAT_89628,1
JAN_HOU_89359,1
IAH_COS_86555,1
LAX_SJC_88226,1
BWI_SDF_74291,1
CLT_PHL_73134,1
GSO_LGA_70904,1
RIC_FLL_81008,1
MSP_CVG_91136,1
PHX_ELP_83678,1
PHX_ONT_94188,1
IAH_DEN_88240,1
PVD_MCO_99325,1
CLT_CVG_89608,1
ORF_CVG_63435,1
SJC_DFW_99516,1
LAS_ATL_68609,1
PDX_SJC_97691,1
DTW_PWM_60892,1
CLT_CVG_78201,1
SAN_OAK_104719,1
LAS_SFO_72979,1
CLE_GSP_63433,1
RNO_PDX_73223,1
MCI_ORD_100340,1
ATL_PHL_104652,1
LGA_PIT_57574,1
ACY_CVG_77620,1
CLT_BNA_75084,1
CLT_SYR_95120,1
ORD_CLE_85229,1
PDX_SFO_98935,1
SLC_LAS_69471,1
MIA_EWR_104264,1
MCI_DFW_101853,1
OKC_CVG_69097,1
BOS_PHL_79230,1
CVG_FLL_99318,1
ROC_CLT_63443,1
CVG_SAV_76561,1
LAX_CVG_63652,1
DEN_AUS_75785,1
BNA_BWI_65291,1
SFO_LAX_90887,1
SEA_LAS_71842,1
BOS_GSO_101557,1
HSV_CVG_56904,1
MDW_PHX_105179,1
CVG_OMA_100624,1
PHX_LAX_89292,1
FAT_LAX_62174,1
SLC_SAN_58946,1
DFW_TPA_66783,1
STL_CLT_67910,1
SJC_PHX_63517,1
SAN_SMF_94607,1
SJC_SLC_66508,1
ONT_SMF_68420,1
ATL_IAH_65926,1
TYS_ATL_98001,1
COS_ORD_97653,1
ATL_CRP_69487,1
DCA_PHX_94299,1
CVG_IAH_91461,1
LAX_MDW_63019,1
IND_MSP_74430,1
BUF_DFW_86306,1
LNK_DEN_77326,1
MSP_ATL_57153,1
CMH_MEM_74438,1
PIT_ORD_59868,1
DEN_DFW_73450,1
ATL_PDX_100183,1
ATL_MKE_59368,1
DEN_PDX_83855,1
SEA_DFW_76909,1
ATL_MLU_103508,1
MEM_MIA_84121,1
MSY_ATL_78140,1
MCO_MIA_67090,1
AUS_CVG_68877,1
SMF_LAS_96288,1
DFW_CMH_66867,1
ORD_MSP_94951,1
ELP_PHX_73002,1
AVP_ATL_77336,1
LGA_JAX_95925,1
JAX_ORD_99421,1
EWR_MSP_91616,1
VLD_ATL_68111,1
LAX_SEA_57517,1
RSW_CVG_75544,1
ORD_XNA_99075,1
SFO_DFW_65797,1
DTW_PVD_102466,1
ATL_PIT_61098,1
PFN_ATL_60356,1
DFW_MLI_79177,1
CVG_LGA_87083,1
DTW_EWR_83988,1
SLC_PHX_85081,1
ALB_BWI_105101,1
IAD_BDL_92173,1
MCI_MSP_104130,1
IAH_SNA_85891,1
MSP_DFW_79569,1
SAT_DFW_66923,1
IAD_DEN_74339,1
IAH_BNA_60583,1
MCI_EWR_95797,1
LGB_OAK_90225,1
LIT_DFW_92897,1
MSP_LGA_69988,1
MSP_CVG_95436,1
ORD_PIT_64014,1
DTW_LAS_103326,1
JFK_CVG_88154,1
CAK_CVG_76242,1
PHX_MCO_63840,1
CLE_IND_96472,1
SEA_PHX_66435,1
BZN_MSP_74492,1
BTR_IAH_72474,1
SFO_OGG_70990,1
PHX_LAX_78589,1
MCO_CLE_96543,1
ATL_CLT_105050,1
SAT_ATL_81572,1
BWI_TPA_81134,1
LGA_BNA_89664,1
MCI_DFW_64907,1
ABQ_HOU_77920,1
BUR_SLC_105080,1
LAX_MCI_74562,1
STL_DFW_64539,1
DFW_SAN_63406,1
ORD_IAD_80347,1
JAX_ATL_98780,1
DTW_IND_96223,1
DFW_DTW_72627,1
CVG_BDL_67673,1
MSP_FLL_72499,1
MCO_PHL_94945,1
PHL_BOS_72038,1
SLC_BOI_73377,1
PHX_SEA_59651,1
IAH_AMA_74039,1
ORD_SPI_86731,1
RDU_LGA_90522,1
SEA_LAX_98873,1
PHX_EWR_102387,1
TVC_ORD_100999,1
BOS_STL_92553,1
DFW_LAS_62007,1
IAD_LAS_87918,1
MCO_SLC_79603,1
STT_ATL_64655,1
DEN_CVG_93272,2
DFW_CLL_105152,2
ROA_CVG_91971,1
DCA_ORD_88054,1
CLE_DEN_90400,1
SAV_IAD_98684,1
MEM_PHL_85899,1
LAX_DFW_72884,1
SFO_SAT_78190,1
AEX_ATL_89353,1
OAK_LAX_90799,1
DFW_PHX_89450,1
MIA_CVG_65574,1
DEN_SFO_59749,1
DTW_ALB_88441,1
CLE_CVG_90981,1
IAH_STL_97546,1
MSP_EWR_74717,1
BOS_ORD_62030,1
ORD_RIC_65841,1
PVD_BWI_64191,1
ORD_MSP_105543,1
SFO_LAS_72890,1
PHL_SJU_76966,1
CLT_BWI_62278,1
ATL_GPT_82852,1
TPA_ATL_60148,1
PHX_LAX_101458,1
BDL_ORD_94834,1
SBN_CVG_78554,1
OAK_PDX_103703,1
IAH_BNA_81302,1
AUS_DFW_67653,1
PHX_ATL_93317,1
STL_CVG_77977,1
DTW_IAD_98516,1
COS_CVG_64378,1
MIA_CLT_84125,1
JFK_MSP_68131,1
PHL_ALB_89804,1
DTW_MKE_74469,1
ATL_PIT_80712,1
DFW_EWR_73333,1
AUS_BNA_57087,1
EWR_PIT_61314,1
ROC_ATL_73047,1
DCA_PHX_71772,1
PHX_LAX_101757,1
CLE_CVG_57108,1
DFW_MSP_56969,1
DTW_LAX_81530,1
TPA_SAT_91231,1
BOS_JFK_69786,1
DTW_ALB_105251,1
ELP_DFW_69492,1
CLT_DFW_74399,1
PHX_AUS_85992,1
CLT_IAD_92598,1
GEG_ORD_63387,1
KOA_ORD_105425,1
DFW_SAT_80840,1
BNA_HOU_94505,1
MCO_BDL_63493,1
MSP_SFO_78551,1
FLL_MEM_65864,1
DEN_MTJ_67022,1
PHX_DFW_97153,1
IAD_CLE_74979,1
ORF_BOS_102309,1
ATL_PIA_92583,1
MCO_ATL_84114,1
SLC_ONT_73221,1
EWR_XNA_79240,1
DFW_RNO_75637,1
AUS_ATL_77067,1
BOS_RDU_97395,1
ORD_SLC_83255,1
SJC_IAH_79429,1
IAD_GSO_60879,1
DEN_PHL_83431,1
SEA_KTN_95760,1
LAS_IAD_60751,1
BWI_ATL_90861,1
MSP_ORD_105416,1
MIA_LGA_78939,1
JAX_BNA_67558,1
SJC_AUS_77587,1
CVG_GSP_88278,1
MSP_CLT_88590,1
DFW_IAH_89242,1
EWR_SJC_71794,1
LAX_IAH_101227,1
ORD_OMA_93218,1
IAD_TYS_77653,1
CVG_DSM_82151,1
SEA_ATL_85624,1
LAS_PDX_75347,1
MCI_MDW_63231,1
ATL_MCO_57061,1
MCO_ORD_92869,1
STL_DFW_100486,1
SAN_SJC_100232,1
MDW_MCI_87479,1
ORD_PVD_80753,1
DFW_XNA_69743,1
DEN_SMF_63742,1
GRB_CVG_79753,1
MSP_FAI_67678,1
CAE_IAH_61968,1
MDW_LIT_98920,1
ORF_LAS_102602,1
RIC_TPA_99184,1
GRB_CVG_70002,1
MHT_LAS_57945,1
DSM_ORD_71129,1
BTR_DFW_85583,1
PNS_ATL_63459,1
CLT_DEN_86512,1
CLE_IND_74311,1
BZN_MSP_72354,1
LAS_CLE_65240,1
PHL_DTW_84500,1
PIT_PHL_103385,1
CMH_ATL_58683,1
FAT_LAX_93237,1
CVG_LIT_72911,1
LAX_PHL_81459,1
DTW_CVG_80645,1
JFK_BWI_98461,1
CVG_JAX_98911,1
MCO_BNA_97306,1
LAS_SFO_84417,1
LAX_SEA_64383,1
DFW_CLT_58000,1
PNS_ATL_67815,1
LGA_FLL_71924,1
SNA_IAH_97929,1
MSP_BOI_91824,1
LAS_SLC_91290,1
JAX_JFK_58174,1
IAH_OKC_103496,1
LGA_CLE_62836,1
HOU_MAF_64872,1
MIA_STT_105567,1
ISP_MDW_65983,1
MDW_PVD_64604,1
DCA_ATL_87259,1
DFW_OAK_79884,1
ATL_SAN_103982,1
ATL_FLL_82842,1
ORD_DFW_64909,1
IAD_DTW_60176,1
TPA_ORD_101264,1
PHF_BOS_102382,1
TUS_MSP_71311,1
BNA_ISP_71296,1
SNA_ORD_56880,1
ATL_MCO_57182,1
ORD_PHX_94822,1
EWR_SEA_83544,1
BNA_IAH_60814,1
ORD_DCA_90849,1
TPA_DTW_68796,1
LAX_ORD_69472,1
MRY_LAX_91980,1
CAK_MCO_64032,1
ATL_RDU_67371,1
CVG_CHO_77805,1
ATL_TUL_74814,1
LAX_MSP_91838,1
RNO_ATL_93610,1
RDM_SLC_105169,1
BUF_JFK_86650,1
COD_SLC_58290,1
DFW_ABQ_86739,1
ORD_BUF_80703,1
DFW_MOB_105303,1
XNA_ATL_97234,1
JAC_SLC_59267,1
MIA_ORD_66532,1
ATL_MDW_97208,1
LAS_FAT_77353,1
RDU_JFK_79689,1
PHL_DTW_72528,1
CVG_TUL_85078,1
SMF_BUR_102195,1
JFK_IAD_60690,1
LAX_BWI_72862,1
RIC_CLT_61482,1
DFW_MAF_94208,1
TYS_TPA_71935,1
ATL_ORD_102025,1
MCI_DEN_81409,1
SEA_CVG_67447,1
SAN_ABQ_81699,1
TPA_ATL_79798,1
MIA_IAH_102253,1
MDT_ATL_67211,1
BIL_SLC_97433,1
MIA_IAD_100855,1
PHX_SAN_63041,1
SLC_PHL_71900,1
OAK_LAX_95457,1
CAE_ATL_65783,1
MCO_IAD_82083,1
OKC_MCI_86236,1
DEN_AUS_101629,1
ORD_BOS_94157,1
MCO_MSP_93467,1
BHM_CVG_86519,1
CID_CVG_74077,1
DFW_IAH_101975,1
FLL_IAD_72215,1
ATL_MDW_101824,1
SNA_DFW_79559,1
SMF_LAS_76670,1
BGR_LGA_66457,1
IAH_CLT_104051,1
DFW_SGF_76438,1
PHX_ABQ_90769,1
PIT_ATL_103540,1
SLC_MFR_65475,1
CLT_LAS_104024,1
HNL_SMF_58664,1
IAH_LGA_74037,1
FWA_ATL_70821,1
PHL_RIC_94228,1
FLL_MEM_91235,1
BOS_DCA_74268,1
EWR_ORD_82784,1
IAD_FLL_85256,1
DFW_SDF_90961,1
JFK_FLL_63242,1
DFW_MEM_58959,1
ATL_ILM_85257,1
ONT_OAK_67691,1
SLC_SFO_61154,1
PWM_LGA_68307,1
DFW_XNA_65713,1
PHL_MIA_88606,1
CLT_BWI_97838,1
MDW_OMA_84834,1
AUS_IAH_86997,1
JFK_TPA_80016,1
SJC_DEN_90237,1
ORD_TUS_89596,1
TPA_ATL_64494,1
FLL_CVG_65474,1
ATL_IAD_82117,1
SLC_SEA_67569,1
BOS_DTW_61788,1
MSP_GTF_72125,2
BOS_BWI_70814,2
SNA_PHX_81298,2
LGA_ATL_65210,2
MDW_MSP_96178,2
BWI_MSP_102184,2
ORD_CVG_76530,2
MIA_IAH_74994,1
SJC_SBA_61923,1
CVG_SFO_104404,1
ORD_SFO_85660,1
GRR_ATL_98652,1
BUR_OAK_64949,1
MDW_DFW_64120,1
CLT_RIC_61372,1
ATL_SBN_100710,1
BOS_CVG_96316,1
ORD_DCA_89103,1
MCO_DTW_64767,1
DTW_LAS_97332,1
DTW_DEN_97102,1
IAD_JFK_91660,1
SJC_DEN_59958,1
BUF_CVG_100378,1
SMF_LAX_72824,1
STL_ORD_77652,1
ORD_CLE_97360,1
MSP_EWR_89309,1
GPT_IAH_83850,1
BDL_PHL_66904,1
AVL_CVG_65329,1
DCA_BNA_85667,1
LAX_PHX_69860,1
ATL_BTR_61231,1
BWI_BDL_59646,1
DFW_CMH_94220,1
LAS_MCI_70632,1
DEN_MEM_87178,1
LAS_SFO_58530,1
COS_SLC_64152,1
CLL_DFW_68203,1
IAH_DTW_79768,2
BWI_BOS_90110,1
DTW_RIC_91724,1
MSP_ORD_93932,1
IAH_ATL_61647,1
MSY_HOU_70079,1
LAS_BDL_80972,1
MEM_CVG_82448,1
BOS_BWI_103594,1
SJU_ORD_73846,1
DFW_XNA_91600,1
MIA_PHX_64570,1
CVG_RDU_89032,1
TRI_ATL_68858,2
LAS_JFK_88211,2
CLE_ORD_90269,2
LWS_SLC_89455,1
MSP_SLC_83657,1
LAX_DEN_57238,1
ROC_CVG_77857,1
MSP_CVG_84084,1
BIL_SLC_98661,1
SAN_MDW_89709,1
FSD_MSP_87539,1
DFW_SFO_64508,1
LAS_OMA_73036,1
LAS_ORD_68615,1
EWR_SFO_87469,1
IAH_MSP_58810,1
LAX_EWR_94408,1
CVG_GRB_68641,1
PHL_MCI_83726,1
LGA_BOS_98377,1
ANC_SEA_60180,1
MSP_EWR_99986,1
TPA_JFK_92031,1
SAV_LGA_59071,1
FAY_ATL_79962,1
MKE_ATL_92228,1
MDW_FLL_81683,1
ORD_SLC_75513,1
MSP_EWR_76487,1
MHT_IAD_62859,1
DEN_CPR_105647,1
MDW_CLE_86711,1
BHM_DCA_68260,1
BWI_JAX_102666,1
CVG_OKC_88057,1
RSW_ORD_58014,1
EWR_CLE_102131,1
MCO_JFK_70451,1
MHT_MDW_104292,1
CLT_PHL_70217,1
MIA_LGA_90276,1
STL_MEM_73157,1
MSP_DEN_91873,1
ORF_ATL_60686,1
ORD_DFW_93325,2
IAD_BNA_101351,2
TUS_DFW_103341,2
LAS_BNA_80962,1
STL_DEN_84934,1
MIA_DCA_91374,1
BOS_DCA_101350,1
OAK_SAN_74800,1
BOS_IAD_89338,1
OAK_BUR_73220,1
DFW_DCA_84331,1
OKC_CVG_66201,1
JFK_SYR_84189,1
ISP_MCO_71127,1
PFN_ATL_91985,1
PHX_ELP_101450,1
MOB_IAH_87964,1
BOS_LGA_60365,1
MSP_ORD_63303,1
DFW_LAS_89979,1
ORF_IAH_71386,1
ALB_PHL_86154,1
ATL_PHL_85180,1
ORD_CLE_83185,1
DFW_DCA_70287,1
ATW_CVG_88766,1
IAD_ORD_84984,1
EWR_BOS_61160,1
CMH_ATL_75447,1
SFO_DFW_82034,1
SJC_ORD_75202,1
CHA_CVG_93372,1
SAV_IAD_58289,1
MDW_OMA_66946,1
RDU_MDW_105556,1
DFW_HOU_93319,1
AUS_LBB_97090,1
ORD_LEX_65297,1
DTW_MKE_66588,1
MCO_ISP_81143,1
ATL_RSW_73858,1
DTW_LGA_79035,1
MFR_SFO_57203,1
CLE_LGA_58775,1
EWR_MSY_65352,1
ATL_SBN_91957,1
IAH_ATL_70449,1
MHT_ATL_65888,1
MDW_PHX_98564,2
PVD_DTW_61111,1
CLE_STL_62031,1
PIT_ORD_81233,1
PHX_PDX_90296,1
OAK_SNA_83489,1
CVG_GSO_100503,1
CVG_CAE_90746,1
TVC_ORD_85537,1
DEN_SMF_104587,1
IND_ATL_61163,1
SLC_CVG_94851,1
MSP_IAH_82728,1
ORD_CVG_89646,1
JFK_GSO_78722,1
OME_ANC_76285,1
MSP_PSP_83762,1
GTF_SLC_87005,1
SAV_JFK_92114,1
ALB_ORD_91723,1
DAB_ATL_95849,1
ROC_ORD_63417,1
SEA_LAS_90753,1
IAH_SLC_88205,1
EWR_BNA_78513,1
TPA_IND_71114,1
MSP_EWR_90436,1
ISP_ATL_93858,1
PDX_SAN_72664,1
AUS_DFW_56988,1
LAX_PHX_63153,1
ATL_MOB_94762,1
TPA_EWR_101375,1
FAT_SLC_89009,1
LAX_SLC_72613,1
JAX_CVG_77447,1
DCA_ORD_98933,1
MIA_MEM_74941,1
ATL_LFT_63490,1
CVG_TPA_100180,1
PHL_LAS_82702,1
OMA_PHX_70289,1
DCA_BOS_93621,1
IAD_PIT_59022,1
PHL_BUF_57962,1
BTV_EWR_99448,1
FNT_MSP_60974,1
IAH_HSV_81950,1
ATL_GRR_98793,1
LGA_JAX_100867,1
LAX_SAN_73129,1
TPA_BWI_96455,1
IAD_SYR_88288,1
PDX_DEN_87226,1
BTV_PHL_105324,1
ATL_PFN_102681,1
MYR_CVG_86124,1
